abandon v.拋棄，放棄
die v.死，消亡
diesel n.內燃機，柴油機
diet n.飲食，節食
differ v.不同，相異
difference n.差異，差別
different adj.不同的，各種
differential adj.有差別的
differently adv.不同地
difficult adj.困難的
difficulty n.困難，難題
dig v.挖，采掘
digest v.消化 n.摘要
digestion n.消化
digit n.數字
digital adj.數字的
dignity n.尊貴，尊嚴
dike n.堤
dilute v.稀釋
diligent adj.勤奮的，用功的
dim adj.暗淡的，模糊的
dime n.(美元)一角
dimension n.維，方面，尺寸
dimensional adj.尺寸的
diminish v.減少，縮小
dine v.用餐
dining-room n.餐廳
dingy adj.骯髒的
dinner n.正餐，晚餐，宴會
dip v.,n.蘸，浸
diploma n.畢業文憑，學位證書
diplomacy n.外交
diplomat n.外交人員
diplomatic n.外交的
direct v.支配，指揮，對準
direction n.方向，指示，說明
directive n.命令，指令
directly adv.直接地，立即
director n.指導者，導演，領導
directory n.目錄，地址錄
dirt n.塵埃，灰塵，泥土
dirty adj.骯髒的
disable v.使殘廢
disabled adj.殘廢的 n.殘疾人
disadvantage n.不利之處
disadvantageous adj.不利的
disagree v.意見不合，不符
disagreement n.不和，不一致
disallow v.不允許
disappear v.失蹤，消失
disappearance n.消失
disappoint v.使...失望
disappointed adj.失望的，掃興的
disappointment n.失望
disapproval n.不批准
disaster n.自然災害，禍患
disastrous adj.災難性的
disburse v.支付
disbursement n.支付
disc n.圓盤，唱片
discard v.,n.丟棄，扔掉
discern v.操作別，辨明
discharge v.解除，放出，卸貨
disciplinary adj.紀律的，學科的
discipline n.訓練，紀律 n.鍛煉
disclaim v.放棄，不承認
disclose v.揭開，透露
discomfort n.不安，不舒服
discomfortable adj.不舒服的
discontinue v.中斷
discount n.,v.折扣
discourage v.使...泄氣，阻止
discourse n.演說，談話，話語
discover v.發現
discovery n.發現，發現物
discreet adj.周到的，慎重的
discreetly adv.慎重地
discrepancy n.單貨不符
discretion n.慎重
discriminate v.區別，岐視
discrimination n.辨別，岐視
discuss v.討論
discussion v.討論，商議
disdain v.輕視
disease n.疾病
disgrace n.恥辱 v.使受辱
disgraceful adj.恥辱的，受辱的
disguise v.,n.偽裝，掩飾
disgust n.厭惡 v.使討厭
disgustful adj.令人生厭的
dish n.盤子，碟子
dishonorable adj.不名譽的
dishonor n.恥辱 v.凌辱
disillusion v.使覺醒，幻滅
disinclined adj.不願意的
disinfectant n.消毒劑
disintegration n.分散，解體
dislike v.,n.厭惡
disloyal adj.不忠的
disloyalty adj.不忠
dismal adj.陰郁的，沉悶的
dismay v.使沮喪 n.沮喪
dismiss v.解散，開除
dismissal n.解散，開除
disobey v.不服從
disorder n.紊亂，騷亂，失調
disparity n.不同，懸殊
dispatch v.迅速派遣 n.快件
dispel v.驅散
dispense v.分配，施予
disperse v.驅散，散布
displace v.置換，取代
displacement n.置換，替換物
display v.,n.陳列，表現
displease v.使生氣，惹怒
displeasure n.不快
disposal n.處置，對付
dispose v.處置，對付，解決
disposed adj.有...傾向的
disposition n.布置，處置
dispute v.爭論，質疑 n.爭論
disregard v.,n.無視，不顧
dissatisfaction n.不滿
dissatisfy v.使不滿
dissimilar adj.不同的
dissipate v.驅散，消耗，浪費
dissolve v.溶解，使終結
distance n.距離，遠處
distant adj.遠方的，疏遠的
distillation n.蒸餾
distinct adj.不同的，明顯的
distinction n.差別，非凡
distinctly adv.明晰地，清楚地
distinguish v.辨別，認出
distinguished adj.尊貴的，尊敬的
distort v.扭曲，歪曲
distortion n.曲解，失真，變形
distract v.分神，迷惑
distraction n.分心
distress n.苦惱，不幸
distribute v.分配，分布，分銷
distribution n.分配，分布
distributor n.分銷商
distributorship n.分銷權
district v.區，區域，地區
disturb v.打擾，打亂，使煩惱
disturbance n.干擾，動亂
disunite v.使分裂
disuse v.,n.廢止
ditch n.溝，渠，下水道
ditto n.同上
dive v.潛水，跳水，俯衝
diver n.潛水員，跳水運動員
diverge v.分歧，離題
divergence n.分歧
diverse adj.不同的，分歧的
diversion n.轉移，消遣
diversity n.多樣化
divert v.使轉向，消遣
divide v.分開，分享，分裂
divine adj.神的，神聖的
division n.劃分，部分
divorce v.離婚，使脫離
dizzy adj.暈眩的
do v.做，乾，足夠，製作
dock n.碼頭
doctor n.醫生，博士
doctrine n.教義，學說
document n.文件，公文
documentary adj.文化的
documentation n.提供文件
dodge v.躲避
dog n.狗
doggedly adv.頑固地
doll n.玩偶，娃娃
dollar n.元，美元
domain n.領土，領域
dome n.圓頂，穹窿
domestic adj.家裡的，國內的
dominant adj.統治的
dominate v.統治，支配，占優勢
donate v.捐獻
donation n.捐獻
donkey n.驢，笨蛋
doom n.命運，判決 v.命定
door n.門，(一戶)人家
doorway n.門口，門道
dormitory n.集體宿舍
dose n.劑量，一服藥
dot n.點，圓點
double adj.兩倍的，雙重的
doubt v.,n.懷疑，疑惑
doubtful adj.懷疑的，可疑的
doubtless adv.無疑地，大約
dough n.麵團
dove n.鴿子
down adv.向下，下降
downstairs adv.在樓下
downtown n.鬧市 adv.去市裡
downward adj.向下的，下坡的
downwards adv.向下，以下
doze v.打瞌睡
dozen n.一打
draft n.草案，草稿，穿堂風
drag v.拖，拽
dragon n.龍
drain v.排水，耗竭，泄
drainage v.排水系統，污水
drama n.戲劇，劇本
dramatic adj.戲劇性的，顯著的
dramatist n.戲劇家
dramatize v.使戲劇化
drastic adj.激烈的，嚴厲的
draw v.畫，拉，吸引
drawback n.不利，欠缺
drawer n.抽屜
drawing n.素描，繪畫，圖樣
dread v.,n.恐懼，擔心
dreadful adj.可怕的，糟糕的
dream n.夢，夢想 v.做夢
dreary adj.疲勞的
drench v.浸泡，充滿
dress n.服裝 v.穿衣
dressing n.打扮，調味品
drift v.漂流，遊蕩
drill n.鑽頭，操練 v.訓練
drink v.喝，飲 n.飲料，酒
drip v.滴下，流下
drive v.駕駛，乘車 n.車道
driver n.司機
droop v.下垂
drop v.落下 n.滴，下降
dropout n.中途退出者
drought n.旱災
drown v.淹死
drug n.藥物，麻醉劑
drugstore n.零食店
drum n.鼓 v.敲鼓
drunk adj.喝醉的
drunkard n.醉鬼
dry adj.乾的，枯燥的
dubious adj.懷疑的
duck n.鴨子
due adj.到期的，預定的
duke n.公爵
dull adj.沉悶的，鈍的
duly adv.按期地
dumb adj.啞的
dummy n.傀儡
dump v.傾倒 n.垃圾堆
dumping n.傾銷
dung n.糞
dungeon n.地牢
duplicate adj.二重的，複製的
durable adj.持久的，耐用的
duration n.期間，待續時間
during prep.在...期間
dusk n.黃昏
dust n.塵土，粉末 v.撣土
dustbin n.簸箕
dusty adj.沾滿灰塵的
duty n.責任，義務，關稅
duty-free adj.免稅的
dwarf n.矮子，侏儒
dwell v.居住
dweller n.居住者，住客
dwelling n.住宅
dye n.染料 v.染色
dynamic adj.動力的，動態的
dynasty n.朝代，王朝
each adj.,adv.名，每個
eager adj.熱切的，渴望的
eagle n.鷹
ear n.耳朵，穗
earl n.伯爵
early adj.早的，初期的
earmark n.標記，特徵
earn v.掙錢，贏得
earnest adj.認真的，誠懇的
earnings n.收入，賺得的錢
earphone n.耳機
earth n.地球，地上，泥土
earthly adj.世俗的
earthquake n.地震
ease n.安逸，輕易
easily adv.容易地，安逸地
east adj.東方的 n.東方
easter n.復活節
eastern adj.東的，朝東的
eastward adv.向東
easy adj.容易的，輕鬆的
easy-going adj.逍遙自在的
eat v.吃
eccentric adj.性格怪僻的
eccentricity n.怪僻
echo n.回聲，反響，共嗚
eclipse n.(日、月)食，蝕
ecology n.生態學
economic adj.經濟的，經濟學的
economical adj.節省的，經濟的
economically adv.經濟上
economics n.經濟學
economize v.節省
economy n.經濟，節約
ecstasy n.狂喜
edge n.邊，邊緣，刀刃
edit v.校訂，編輯
edition n.片(本)
editor n.編輯，編者
editorial n.社論
educate v.教育
education n.教育，訓練
educational adj.教育的
eel n.鱔魚
effect n.後果，效力 v.導致
effective adj.有效的
effectively adv.有效地
effectiveness n.有效
efficiency n.效率，功效
efficient adj.效率高的
effort n.努力，盡力，成果
e. g. (縮)例如
egg n.卵，蛋，雞蛋
eggplant n.茄子
egypt n.埃及
egyptian adj.,n.埃及人(的)
eight num.八
eighteen num.十八
eighth num.第八，八分之一
eighty num.八十
either adj.二者之一 adv.也
eject v.噴射
ejection n.噴射
elaborate v.,adj.詳盡闡述
elaboration n.詳盡闡述
elapse v.(時間)消逝
elastic adj.彈性的，靈活的
elasticity n.彈性
elbow n.肘，彎管
elder adj.年長的，資格老的
elect v.選舉 adj.當選的
election n.選舉
electric adj.電的，電力的
electrical adj.電的
electrician n.電工
electricity n.電
electrify v.充電，電氣化
electron n.電子
electronic adj.電子的
electronics n.電子學
elegance n.優雅
elegant adj.優雅的，典雅的
element n.成分，元素
elemental adj.自然力的，基本的
elementary adj.基礎的，初步的
elephant n.象
elevate v.提升，抬高
elevation n.海拔，提高，崇高
elevator n.電梯
eleven num.十一
eleventh num.第十一
eliminate v.消滅，刪除
elimination n.消滅，刪除
elliptical adj.橢圓的，省略的
ellipsis n.省略
eloquence n.雄辯，口才
eloquent adj.雄辯的，有口才的
else adj.別的 adv.否則
elsewhere adv.在別處
elusive adj.躲閃的
email n.電子郵件
emancipate v.解放
emancipation n.解放
embargo n.禁運
embark v.登陸
embarrass v.使窘，使為難
embarrassing adj.令人尷尬的
embarrassment n.窘迫，尷尬
embassy n.使館
embody v.體現，包含
embrace v.擁抱，接受，包括
embroider v.繡
embroidery v.刺繡(品)
emerge v.出現，暴露
emergency n.緊急情況，急診
emigrant n.移居國外的人
emigrate v.移居國外，移民
emigration n.向國外移民
eminent adj.傑出的，突出的
emission n.發射，散髮
emit v.發射，散髮
emotion n.感情，情緒
emotional adj.感情的，激動的
emperor n.皇帝
emphasis n.強調，重點，重讀
emphasize v.強調，著重
emphatic adj.強調的，著重的
empire n.帝國，財團
empirical adj.經驗的
employ v.雇用，使用，從事
employee n.雇員
employer n.雇主
employment n.職業，就業
emptiness n.空虛，空白
empty adj.空的，空虛的
enable v.使能夠，使可能
enchant v.迷住，陶醉
encircle v.環繞，包圍
enclose v.圍住，圈起，封入
enclosure n.圍繞，附件
encounter v.面臨，遭遇
encourage v.鼓舞，鼓勵，助長
encouragement n.鼓舞，鼓勵
encyclopaedia n.百科全書
end n.結尾 v.終止，結束
endanger v.危及，危害
endeavor v.,n.努力，盡力
ending n.結局
endless adj.無窮無盡的
endorse v.背簽
endorsement n.背書
endow v.資助，賦予，授予
endurance n.忍耐力，耐用
endure v.忍受，容忍，持久
endures n.最終用戶
enemy n.敵人，對手
energetic adj.精力旺盛的
energy n.精力，活力，能量
enforce v.實施，強制
engage v.從事，雇用，吸引
engaged adj.占用的，從事..的
engagement n.約束，約會，婚約
engine n.發動機，火車頭
engineer n.工程師
engineering n.工程
england n.英格蘭，英國
english n.,adj.英國的，英語
englishman n.英國人
engrave v.刻上，牢記
engraving adj.雕刻
engulf v.吞沒
enhance v.提高，增加
enhancement n.提高
enjoy v.欣賞，享有，享受
enjoyable adj.愉快的
enjoyment n.享受，樂趣
enlarge v.擴大，擴展，放大
enlargement n.擴大
enlighten v.啟發，教導
enlightening adj.給人啟發的
enormous adj.巨大的，龐大的
enough adj.,adv.足夠(的)
enquire v.詢問
enquiry v.詢問
enrich v.使富裕
enroll v.登記，招收
enrolment n.招收
en route adv.在途中
ensure v.保證，擔保，保護
entail v.遺留給，引起
enter v.進入，加入
enterprise n.事業，企業
entertain v.招待，使歡樂
entertainment n.招待，娛樂
enthusiasm v.熱情，熱心
enthusiastic adj.熱情的，熱心的
entire adj.完全的，全部的
entirely adv.完全地，徹底地
entirety n.全部
entitle v.給...權利，資格
entrance n.進入，入口
entreat v.懇求，請求
entrust v.委託
entry n.進入，入口，詞條
enumerate v.列舉
envelop v.包，圍繞
envelope n.信封
envious adj.嫉妒的
environment n.環境
environmental adj.環境的
envy v.,n.嫉妒，羡慕
epidemic adj.傳染的 n.傳染病
episode n.事件，情節，插曲
epoch n.時代，紀元
epoch-making adj.劃時代的
equal adj.相等的，勝任的
equality n.平等，相等
equally adv.相等地，相同地
equation n.等式，方程式
equator n.赤道
equilibrium n.平衡，均衡
equip v.裝備，配備
equipment n.設備，器材，裝置
equivalence n.相等，等值
equivalent adj.相等的，等值的
era n.時代，年代
eradicate v.根除
eradication n.根除
erase v.擦掉，抹去
erasure n.抹去
erect v.樹立，建立，豎立
erection n.豎立，建立
erosion n.腐蝕，侵蝕
err v.犯錯誤
errand n.差事，差使
error n.錯誤，過失
erupt v.噴發，爆發
eruption n.噴發，爆發
escalator n.電動扶梯
escape v.逃跑，避免，被遺忘
escort v.護送 n.護衛隊
especial adj.特別的，專門的
especially adv.特別地，專門地
essay n.散文，論文，小品文
essayist n.散文作家
essence n.本質，情髓，香精
essential adj.必需的，本質的
essentially adj.本質上，實質上
establish v.建立，設立，確立
established adj.已建立的
establishment n.建立，組織
estate n.房地產，財產
esteem v.,n.尊重
estimate v.,n.估算，預算
estimation n.估算，估計
etc. (縮)等等
eternal adj.永恆的，無休止的
europe n.歐洲
european n.,adj.歐洲人(的)
evaluate v.估價，評價
evaluation n.估價，評價
evaporate v.蒸發，脫水，消失
evaporation n.蒸發，升華
eve n.前夕，前夜
even adj.平坦的，均勻的
evening n.傍晚，晚上
evenly adv.平坦地，均勻地
event n.事件，場合，比賽
eventful adj.多事的
eventually adv.最終，終於
ever adv.曾經，總是，究竟
everlasting adj.永久的，持久的
every adj.每個，所有的
everybody pron.人人，每人
everyday adj.每日的，日常的
everyone pron.人人，每人
everything pron.事事，一切
everywhere adv.處處，到處
evidence n.證據，跡象
evident adj.明顯的，明白的
evidently adv.明顯地，顯然
evil adj.壞的，邪惡的
evolution v.發展，漸進，進化
evolve v.發展，進化
ex prep.在...交貨
exact adj.精確的，精密的
exactly adv.確切地，正是
exaggerate v.誇張，誇大
exaggerated adj.言過其辭的
exaggeration n.誇張
exalt v.抬高，發揚
exalted adj.高貴的，得意的
exam n.考試
examination n.檢查，考試
examine v.檢查，細看，考試
example n.例子，榜樣
exasperate v.激怒，惡化
exasperation n.憤慨，加劇
exceed v.超過，過度
exceedingly adv.非常，極端地
excel v.勝過，優於
excellence n.優秀，卓越
excellent adj.優秀的，卓越的
except prep.除...外 v.除外
exception n.除外，例外
exceptional adj.異常的，例外的
excess n.過量，過剩
excessive adj.過分的，極度的
exchange v.交換，兌換 n.交易
excite v.刺激，使興奮
excited adj.興奮的
excitement n.興奮，激動
exciting adj.令人激動的
exclaim v.呼喊，感嘆
exclamation n.呼喊，感嘆
exclude v.排除，拒絕考慮
exclusion n.排除
exclusive adj.獨有的
exclusively adv.獨占地
exclusivity n.獨家經營權
excursion n.短途遊覽
excuse v.原諒 n.藉口
execute v.執行，實施，處決
execution n.執行，處決
executive adj.執行的 n.執行者
exemplify v.舉例說明
exempt v.免除
exercise n.鍛煉，練習，運用
exercise-book n.練習簿
exert v.盡(力)，發揮
exertion n.盡力，竭力
exhaust v.竭盡，用完
exhausted adj.精疲力竭的
exhaustion n.用盡，詳述
exhaustive adj.詳盡的
exhibit v.展出,顯示 n.展覽品
exhibition n.展覽會，表現
exile v.放逐 n.流亡者
exist v.存在，生存
existence n.存在，生存
existing adj.現存的，已有的
exit n.出口，安全門，離開
exonerate v.昭雪，解除
exoneration n.免罪，免除
expand v.擴張，膨脹，擴充
expansion n.擴張，擴大
expect v.盼望，期待，預料
expectation v.期待，前程
expedience n.便利，權宜之計
expedient adj.方便的，臨時的
expedite v.加快，急送
expedition n.探險，考察隊
expel v.驅逐，開除
expend v.花費，消耗
expenditure n.支出，費用
expense n.支出，開支
expensive adj.昂貴的，高價的
experience n.,v.經歷，經驗
experienced adj.有經驗的
experiment n.,v.實驗，試驗
experimental adj.實驗的
experimentation n.實驗
expert n.專家，能手
expertise n.專家隊伍(總稱)
expiration n.期滿
expire v.到期，斷氣
expiry n.逾期
explain v.解釋，說明
explanation n.說明，解釋
explanatory adj.說明的
explicit adj.清楚的，明晰的
explicitly adv.清晰地
explode v.爆炸，激增
exploit v.開發，利用，剝削
exploitation n.開發，利用
exploration n.勘探，考察
explore v.勘探，考察
explorer n.勘探者，探險家
explosion n.爆炸，爆發，激增
explosive adj.爆炸性的 n.炸藥
export v.,n.輸出，出口
exportation n.出口
exporter n.出口商
expose v.暴露，揭露，陳列
exposition n.展覽會，說明
exposure n.揭露，曝光
express v.表達，快遞 n.快車
expression n.表達，措辭，表情
expressive adj.有表現力的
expressly adj.明確表示的
expressway n.高速公路
exquisite adj.精緻的
extend v.延伸，擴大，給予
extension n.延伸，電話分機
extensive adj.廣泛的，密集的
extensively adv.廣泛地
extent n.範圍，限度，一大片
exterior adj.,n.外部(的)
external adj.外部的，對外的
extinct adj.絕滅的，熄滅的
extinction n.絕滅，熄滅
extinguish v.撲滅，熄燈
extra adj.額外的，外加的
extract v.取出，榨出，摘錄
extraction n.出身，摘要
extraordinary n.特別的，格外的
extravagance n.奢侈，浪費
extravagant adj.奢侈的，浪費的
extreme adj.極度的，極端的
extremely adv.極其，非常
eye n.眼睛，孔眼，視力
eyeball n.眼球
eyebrow n.眉毛
eyeglass n.眼鏡
eyelid n.眼瞼
eyesight n.視力 
fable n.寓言
fabric n.織物，結構，組織
fabricate v.製作，捏造
fabrication n.製作，虛構
face n.臉，正面 v.面對
facilitate v.使便利，使容易
facility n.方便，設施，便利
fact n.事實，真相
faction n.宗派，派別
factor n.因素，因數，要素
factory n.工廠，製造廠
faculty n.本領，學系
fade v.褪色，枯萎
fahrenheit n.,adj.華氏(的)
fail v.失敗，不及格，不能
failing adj.缺點
failure n.失敗，疏忽，破產
faint adj.軟弱的，模糊的
fair adj.公平的 n.交易會
fairly adj.公平地，相當
fairy n.妖精，仙女
faith n.信任，信念
faithful adj.忠誠的，可靠的
faithfully adv.忠誠地
fake adj.冒片的 n.冒牌貨
fall v.落下，跌倒 n.瀑布
false adj.假的，假造的
fame n.名聲，聲譽
familiarity n.熟悉，相似
familiar adj.熟悉的，親近的
family n.家庭，家屬
famine n.饑荒，饑餓
famous adj.著名的
fan n.扇子，...迷 v.扇
fanatic adj.狂熱的，入迷的
fancy n.幻想，愛好 v.想象
fantastic adj.奇異的，荒謬的
far adj.遙遠的 adv.遠
fare n.車費 v.飲食
farewell int.再見 adj.告別的
farm n.農場，農莊
farmer n.農夫，農場主
farmhand n.農工，農場工人
farmhouse n.農舍
farming n.農業，種植業
farther adv.較遠，更進一步
fascinate v.吸引，入迷，蠱惑
fascination n.入迷
fascism n.法西斯
fascist n.法西斯分子
fashion n.方式，時髦，時裝
fashionable adj.流行的，時髦的
fast adj.快的 adv.快
fasten v.捆緊，釘牢
fat n.脂肪 adj.肥胖的
fatal adj.致命的
fate n.命運，厄運，宿命
father n.父親，神父，始祖
father-in-law n.岳父，公公
fathom v.領會，推測
fatigue n.,v.(使)疲勞
fault n.缺點，過失，斷層
faultless adj.完美的
faulty adj.有缺點的
favor n.幫助，偏愛 v.寵愛
favorable adj.贊成的，有利的
favorably adv.有利地，順利地
favorite n.adj.最喜愛的人或物
fbi 國際刑警
fear n.,v.害怕，擔憂
fearful adj.可怕的，嚇人的
fearless adj.毫不畏懼的
feasibility n.可行性
feasible adj.可行的，做得到的
feast n.,v.宴會，宴請
feat n.功績
feather n.羽毛
feature n.相貌，特徵，特寫
february n.二月
federal adj.聯邦的
federation n.聯邦
fee n.費用，酬金
feeble adj.虛弱的，無力的
feed v.喂養，吃東西
feedback n.反饋
feel v.感到，摸，意識到
feeling n.知覺，感覺，感情
fell v.砍到
fellow n.傢伙，同事
fellowship n.交情，會員資格
female adj.女性的，雌的
feminine adj.女性的，婦女的
fence n.圍欄，籬笆
ferocious adj.凶猛的，野蠻的
ferrous adj.鐵的，含鐵的
ferry n.渡船 v.渡運
ferryboat n.渡船
fertile adj.肥沃，多產的
fertilizer n.肥料，化肥
fervent adj.強烈的，熱烈的
festival n.節日 adj.喜慶的
fetch v.去取來，去請來
feud n.糾紛，封地
feudal adj.封建的
feudalism n.封建主義
fever n.發燒，狂熱
few adj.少的 n.少數
fiber n.纖維，質地
fiction n.小說，虛構
fictional adj.虛構的
fiddle n.提琴
field n.田野，戰場，場
fierce adj.凶猛的，猛烈的
fiery adj.火的
fifteen num.十五
fifth num.第五，五分之一
fifty num.五十
fig n.無花果
fight v.打仗，戰鬥，作鬥爭
fighter n.戰士
figurative adj.比喻的，修飾的
figure n.數字，圖形，人物
file n.檔案，縱列，銼刀
filing n.檔案管理
fill v.裝滿，充滿，補缺
filling n.充填物，餡
film n.膠片，電影，薄膜
filter n.濾器 v.過濾
filth n.污穢，污物
filthy adj.污穢的
final adj.最終的 n.決賽
finalize v.落實，定下來
finally adv.最終，終於
finance n.金融 v.資助
financial adj.金融的，財政的
financier n.金融家
financing n.金融業，財政學
find v.尋找，找到，發現
finding n.發現，發現物
fine adj.好的，精細的
finger n.手指
finish v.,n.結束，拋光
finished adj.製成的
finite adj.有限的，限定的
fir n.裘皮
fire n.火，火災 v.開火
fire-engine n.消防車
fireman n.消防隊員
fireplace n.壁爐
firework n.焰火
firm adj.堅固的 n.商號
firmly adv.堅定地，堅固地
firmness n.堅定，堅固
first adj.第一的 adv.首先
first-rate adj.第一流的
fish n.魚 v.撈取，探聽
fisherman n.漁夫
fishery n.漁業
fission n.裂變，分裂
fist n.拳頭
fit adj.適合的，健康的
fitness n.適合，健康
fitting adj.適當的
five num.五
fix v.固定，確定，修理
fixed adj.固定的，已確定的
fixture n.固定物，固定裝置
flag n.旗
flake n.片，片狀物
flame n.火焰，熱情
flank n.側面，脅腹
flannel n.法蘭絨
flap v.拍打 n.垂下物
flare v.,n.閃爍
flash n.,v.閃光，閃現
flask n.瓶，燒瓶
flat adj.平的，平淡的
flatten v.弄平，變平
flatter v.奉承，諂媚
flavor n.滋味，風趣
flaw n.裂縫，瑕疵，缺點
flee v.逃走，消散
fleece n.羊毛
fleet n.船隊
flesh n.肌肉，骨肉，果肉
fleshy adj.肉的
flexibility n.柔韌，靈活性
flexible adj.柔韌的，靈活的
flicker v.閃爍
flight n.飛，航班，逃走
fling v.拋，擲
float v.浮，漂 n.彩車
flock n.群 v.群集
flood n.洪水，大量
floor n.地板，(樓)層
flour n.麵粉
flourish v.茂盛，興旺
flow v.流動 n.流動，流量
flower n.花，盛期
flu n.流感
fluctuate v.波動，起伏
fluctuation n.波動
fluency n.流利，流暢
fluent adj.流利的
fluid n.液體 adj.流動的
flush v.(臉)發紅 n.紅暈
flute n.長笛，笛子
flutter v.飄動，振翼
flux n.流動，變遷
fly v.飛，駕機 n.蒼蠅
foam n.泡沫 v.起泡
fob (縮)離岸價
focus n.焦點，中心 v.集中
fodder n.飼料
foe n.敵人，宿敵
fog n.霧，翳
foggy adj.有霧的，霧濛濛的
fold v.摺疊 n.摺痕
foliage n.葉子(總稱)
folk n.人們，鄉親，親屬
follow v.跟隨，聽懂，遵循
follower n.追隨者，信徒
following adj.下列的，其次的
follow-up n.,adj.後續(的)
fond adj.喜愛..的，慈愛的
food n.食物，食糧
foodstuff n.食品
fool n.蠢人，傻瓜 v.愚弄
foolish n.愚蠢的，笨的
foot n.腳，英尺，最下部
football n.足球
footing n.立足點，立場
footstep n.足跡，腳步聲
for prep.給，作...用的
forbid v.禁止，不許
forbidden adj.禁止的
force n.力，力量 v.強迫
fore adj.前面的adv.在前面
forecast n.,v.預測，預報
forefather n.祖先，先輩
forefinger n.食指
foregoing adj.先行的，上述的
forehead n.前額
foreign adj.外國的，對外的
foreigner n.外國人，異鄉人
foreman n.領班
foremost adj.最初的，第一流的
foresee v.預見，預知
forest n.森林
forestry n.林業
foretell v.預告，預言
forever adv.永遠，總是
forge v.打鐵，鍛造，偽造
forgery n.鍛爐，鍛造廠
forget v.忘記，疏忽，沒想到
forgive v.饒恕，原諒，豁免
fork n.餐叉，岔口
form n.形狀，類型，表格
formal adj.形式上的，正式的
formality n.禮節，正式
format n.格式，樣式
formation n.形成，構成
former adj.以前的，前者
formerly adv.從前，以前
formidable adj.可怕的，難對付的
formula n.公式
formulate v.系統闡述
formulation n.確切表述
forsake v.遺棄，拋棄
fort n.堡壘，要塞
forth adv.向前，向外
forthcoming adj.即將到來的
fortitude n.堅毅
fortnight n.兩星期
fortress n.堡壘，城堡
fortuity n.偶然事件
fortunate adj.幸運的，僥倖的
fortunately adv.幸運地，幸而
fortune n.運氣，財富
forty num.四十
forum n.討論會，座談會
forward adj.向前的 adv.向前
fossil n.化石，守舊者
foster v.養育，撫養
foul adj.骯髒的，邪惡的
found v.創辦，使有根據
foundation n.建立，基金，基礎
founder n.創辦人，奠基人
fountain n.泉，源泉，噴泉
four num.四
fourteen num.十四
fourth num.第四，四分之一
fowl n.家禽，雞，禽肉
fox n.狐狸，狡猾的人
fraction n.片斷，分數
fractional adj.零碎的，不足的
fracture n.斷裂 v.折斷
fragile adj.易碎的，脆的
fragment n.碎片，片斷
fragrance n.芬芳，香氣
fragrant adj.香的，芬芳的
frail adj.脆弱的，虛弱的
frame n.框架，骨骼 v.構造
framework n.構架，機構
france n.法國
franchise n.特許權
frank adj.坦率的，真誠的
frankly adv.坦率地
free adj.自由的，空閒的
freedom n.自由，免除
freely adv.自由地，隨意地
freeze v.結冰，楞住，凍結
freezer n.冷凍箱
freight n.貨運，貨物，運費
french adj.法國的 n.法語
frenchman n.法國人
frequency n.頻繁，頻率
frequent adj.頻繁的，經常的
frequently adv.時常，往往
fresh adj.新鮮的，嶄新的
freshen v.使新鮮，使振作
freshman n.新人，新生
fret v.使煩惱 n.煩燥
friction n.摩擦，摩擦力
friday n.星期五
friend n.朋友
friendly adj.友好的，和氣的
friendship n.友誼，友好
fright n.恐怖，驚嚇
frighten v.驚嚇，嚇唬
frightening adj.令人害怕的
frightful adj.可怕的
fringe n.邊緣，花邊，穗子
frock n.女上衣，童上裝
frog n.蛙
from prep.自，從...來
front n.正面，前線 v.面對
frontier n.邊界，國境，新領域
frost n.霜，霜凍
frosty adj.霜的
frown v.皺眉頭，厭惡
frugal adj.節儉的
fruit n.果子，水果，成果
fruitful adj.果實累累的
frustrate v.阻撓，使灰心
frustration n.挫折，灰心
fry v.油煎，炸
frying-pan n.煎鍋
fuck 渾蛋，辱罵
fuel n.燃料
fulfil v.完成，滿足要求
fulfillment n.完成，成就
full adj.滿的，完全的
fully adv.完全，徹底
fumble v.摸索
fun n.娛樂，玩笑，樂趣
function n.作用，集會，函數
functional adj.功能的
fund n.基金，資金，蘊藏
fundamental adj.基本的，根本的
funeral n.葬禮
funny adj.有趣的，好笑的
fur n.毛皮，裘衣
furious adj.狂怒的，狂暴的
furnace n.熔爐
furnish v.供應，裝備，擺傢具
furniture n.傢具(總稱)
furrow n.犁溝
further adv.更遠，進一步
furthermore adv.而且
fury n.狂暴，狂怒
fuse n.保險絲，導火線
fuss n.忙亂，大驚小怪的
fussy adj.愛大驚小怪的
future n.將來，前途
futures n.期貨
gain v.獲得，贏得 n.收益
gale n.大風，定期交付
gallery n.美術館
gallon n.加侖
gallop v.奔馳，飛跑
gamble v.,n.賭博，投機
gambler n.賭徒
game n.遊戲，比賽，獵物
gang n.一群，一幫
gangster n.匪徒，歹徒
gaol n.監獄
gap n.空隙，隔閡，山口
garage n.車庫，汽車修理站
garbage n.垃圾
garden n.花園，菜園
gardener n.園丁
gardening n.園藝
garlic n.大蒜
garment n.衣服，服裝
garrison n.要塞，警備隊
gas n.氣體，煤氣，汽油
gasoline n.汽油
gasp v.,n.喘息，喘氣
gate n.大門，門票收入
gather v.聚集，收集，採集
gathering n.集會，聚集
gauge n.規格，計量表
gay adj.快活的，快樂的
gaze v.,n.凝視，注視
gear n.齒輪，用品
gem n.寶石
general adj.一般的，總的
generalization n.概括
generalize v.總結，歸納
generally adv.通常，大概
generate v.產生，發生，生殖
generation n.世代，一代人
